['contig-0092817', 5843295]
['contig-0028525', 19121]
['contig-0099189', 19121]
['contig-0005520', 19120]
['contig-0013303', 19120]
['contig-0113693', 19120]
['contig-0098394', 19119]
['contig-0111989', 19119]
['contig-0100516', 19118]
['contig-0100575', 19117]
['contig-0102753', 19117]
['contig-0108235', 19117]
['contig-0105094', 19115]
['contig-0002379', 19114]
['contig-0013106', 19114]
['contig-0062081', 19114]
['contig-0123421', 19114]
['contig-0021220', 19113]
['contig-0021995', 19113]
['contig-0126545', 19113]
['contig-0039385', 19112]
['contig-0054860', 19112]
['contig-0097895', 19112]
['contig-0106301', 19112]
['contig-0044546', 19111]
['contig-0028478', 19110]
['contig-0089751', 19110]
['contig-0028590', 19109]
['contig-0064251', 19107]
['contig-0109328', 19107]
['contig-0001073', 19106]
['contig-0078262', 19106]
['contig-0101619', 19106]
['contig-0110207', 19106]
['contig-0111779', 19106]
['contig-0043415', 19105]
['contig-0046887', 19105]
['contig-0049865', 19105]
['contig-0079522', 19105]
['contig-0111710', 19105]
['contig-0126831', 19105]
['contig-0088640', 19104]
['contig-0111336', 19104]
['contig-0073766', 19103]
['contig-0075966', 19103]
['contig-0080507', 19103]
['contig-0116642', 19103]
['contig-0066074', 19102]
['contig-0042888', 19101]
['contig-0052760', 19101]
['contig-0061068', 19101]
['contig-0127374', 19101]
['contig-0007561', 19100]
['contig-0003064', 19099]
['contig-0080688', 19099]
['contig-0114198', 19099]
['contig-0121436', 19099]
['contig-0111803', 19098]
['contig-0050772', 19097]
['contig-0057636', 19097]
['contig-0063388', 19097]
['contig-0115475', 19097]
['contig-0117030', 19097]
['contig-0127663', 19097]
['contig-0015001', 19096]
['contig-0063308', 19096]
['contig-0109478', 19096]
['contig-0077974', 19095]
['contig-0083848', 19095]
['contig-0107128', 19095]
['contig-0111006', 19095]
['contig-0059247', 19094]
['contig-0072587', 19094]
['contig-0091994', 19094]
['contig-0112784', 19094]
['contig-0000758', 19093]
['contig-0074583', 19093]
['contig-0091640', 19093]
['contig-0094449', 19093]
['contig-0029400', 19092]
['contig-0002512', 19091]
['contig-0013055', 19091]
['contig-0000537', 19090]
['contig-0025163', 19090]
['contig-0035166', 19090]
['contig-0099992', 19090]
['contig-0023014', 19088]
['contig-0028694', 19088]
['contig-0063729', 19088]
['contig-0027736', 19087]
['contig-0066641', 19087]
['contig-0082916', 19087]
['contig-0113174', 19087]
['contig-0018392', 19086]
['contig-0028221', 19086]
['contig-0045164', 19086]
['contig-0092279', 19086]
['contig-0002340', 19085]
['contig-0006098', 19085]
['contig-0023193', 19085]
['contig-0062822', 19085]
['contig-0034622', 19084]
['contig-0071796', 19084]
['contig-0097864', 19084]
['contig-0004333', 19083]
['contig-0036678', 19083]
['contig-0073496', 19083]
['contig-0015344', 19082]
['contig-0044372', 19082]
['contig-0068002', 19082]
['contig-0018768', 19081]
['contig-0075111', 19080]
['contig-0110073', 19080]
['contig-0018296', 19079]
['contig-0022784', 19079]
['contig-0082652', 19079]
['contig-0122145', 19079]
['contig-0127966', 19079]
['contig-0070971', 19078]
['contig-0077542', 19078]
['contig-0124954', 19078]
['contig-0017200', 19077]
['contig-0062086', 19077]
['contig-0067070', 19077]
['contig-0108270', 19077]
['contig-0122808', 19077]
['contig-0019056', 19076]
['contig-0019489', 19076]
['contig-0017572', 19075]
['contig-0014323', 19074]
['contig-0042544', 19074]
['contig-0090209', 19074]
['contig-0034008', 19073]
['contig-0041331', 19073]
['contig-0073028', 19073]
['contig-0024957', 19072]
['contig-0038707', 19072]
['contig-0052686', 19071]
['contig-0014939', 19070]
['contig-0029758', 19069]
['contig-0054841', 19069]
['contig-0000325', 19068]
['contig-0017341', 19068]
['contig-0049761', 19068]
['contig-0128133', 19068]
['contig-0051432', 19066]
['contig-0028492', 19065]
['contig-0040567', 19065]
['contig-0074410', 19065]
['contig-0055191', 19064]
['contig-0059382', 19064]
['contig-0099279', 19064]
['contig-0060163', 19063]
['contig-0001975', 19062]
['contig-0065966', 19062]
['contig-0122423', 19062]
['contig-0125113', 19062]
['contig-0075347', 19061]
['contig-0009635', 19060]
['contig-0054485', 19060]
['contig-0089602', 19060]
['contig-0096968', 19060]
['contig-0124119', 19060]
['contig-0059751', 19059]
['contig-0104521', 19059]
['contig-0122290', 19059]
['contig-0104478', 19058]
['contig-0006947', 19056]
['contig-0087994', 19056]
['contig-0115641', 19056]
['contig-0061221', 19054]
['contig-0006162', 19052]
['contig-0031444', 19052]
['contig-0047623', 19052]
['contig-0080328', 19052]
['contig-0013832', 19051]
['contig-0054044', 19051]
['contig-0068385', 19051]
['contig-0069209', 19051]
['contig-0095378', 19051]
['contig-0124438', 19051]
['contig-0045309', 19050]
['contig-0073822', 19050]
['contig-0113811', 19050]
['contig-0117345', 19050]
['contig-0047669', 19049]
['contig-0055114', 19048]
['contig-0093054', 19048]
['contig-0113707', 19048]
['contig-0120528', 19048]
['contig-0126715', 19048]
['contig-0034406', 19047]
['contig-0038700', 19047]
['contig-0040275', 19047]
['contig-0069951', 19047]
['contig-0003746', 19046]
['contig-0084979', 19046]
['contig-0049694', 19045]
['contig-0124905', 19045]
['contig-0035778', 19044]
['contig-0125624', 19044]
['contig-0128140', 19044]
['contig-0040461', 19043]
['contig-0076102', 19043]
['contig-0016395', 19042]
['contig-0096094', 19042]
['contig-0102081', 19042]
['contig-0052222', 19041]
['contig-0096829', 19041]
['contig-0065090', 19040]
['contig-0050770', 19039]
['contig-0080960', 19039]
['contig-0002923', 19038]
['contig-0120928', 19038]
['contig-0021708', 19036]
['contig-0054133', 19036]
['contig-0073600', 19036]
['contig-0032375', 19035]
['contig-0046305', 19035]
['contig-0085233', 19034]
['contig-0056942', 19033]
['contig-0018982', 19032]
['contig-0047684', 19032]
['contig-0083465', 19032]
['contig-0055394', 19031]
['contig-0095258', 19031]
['contig-0112072', 19031]
['contig-0114944', 19031]
['contig-0022464', 19030]
['contig-0095037', 19030]
['contig-0096690', 19030]
['contig-0106959', 19030]
['contig-0011151', 19029]
['contig-0022453', 19029]
['contig-0026195', 19029]
['contig-0056229', 19029]
['contig-0001031', 19028]
['contig-0018581', 19028]
['contig-0029965', 19028]
['contig-0079750', 19028]
['contig-0086874', 19028]
['contig-0127550', 19028]
['contig-0031134', 19027]
['contig-0036448', 19027]
['contig-0055334', 19027]
['contig-0057301', 19027]
['contig-0104781', 19027]
['contig-0111260', 19027]
['contig-0111683', 19027]
['contig-0117760', 19027]
['contig-0063035', 19026]
['contig-0128203', 19026]
['contig-0013120', 19025]
['contig-0017607', 19024]
['contig-0112227', 19024]
['contig-0114342', 19024]
['contig-0011547', 19023]
['contig-0073787', 19023]
['contig-0120362', 19023]
['contig-0020823', 19022]
['contig-0059002', 19022]
['contig-0119835', 19021]
['contig-0004679', 19020]
['contig-0017185', 19020]
['contig-0064222', 19020]
['contig-0073283', 19020]
['contig-0104286', 19020]
['contig-0128012', 19020]
['contig-0009104', 19019]
['contig-0095232', 19019]
['contig-0124668', 19019]
['contig-0041325', 19018]
['contig-0084670', 19018]
['contig-0011363', 19017]
['contig-0052448', 19017]
['contig-0093427', 19017]
['contig-0123946', 19017]
['contig-0015686', 19016]
['contig-0105680', 19016]
['contig-0112592', 19015]
['contig-0122420', 19015]
['contig-0010276', 19014]
['contig-0102817', 19014]
['contig-0075441', 19013]
['contig-0097844', 19013]
['contig-0033336', 19012]
['contig-0053074', 19012]
['contig-0086873', 19012]
['contig-0030309', 19011]
['contig-0075016', 19011]
['contig-0075473', 19011]
['contig-0104494', 19011]
['contig-0092396', 19010]
['contig-0029483', 19009]
['contig-0036266', 19008]
['contig-0076150', 19008]
['contig-0018201', 19007]
['contig-0029970', 19007]
['contig-0033418', 19007]
['contig-0102351', 19007]
['contig-0119469', 19007]
['contig-0030583', 19006]
['contig-0044017', 19006]
['contig-0062023', 19006]
['contig-0108575', 19006]
['contig-0125500', 19006]
['contig-0127616', 19006]
['contig-0001289', 19005]
['contig-0010912', 19005]
['contig-0112818', 19005]
['contig-0127133', 19005]
['contig-0025056', 19004]
['contig-0028776', 19004]
['contig-0100476', 19004]
['contig-0104144', 19004]
['contig-0006258', 19003]
['contig-0001070', 19002]
['contig-0124276', 19002]
['contig-0024221', 19001]
['contig-0019640', 18999]
['contig-0050259', 18999]
['contig-0005261', 18998]
['contig-0055679', 18998]
['contig-0069891', 18998]
['contig-0071943', 18998]
['contig-0125159', 18998]
['contig-0001773', 18997]
['contig-0037105', 18997]
['contig-0041833', 18997]
['contig-0094548', 18996]
['contig-0097515', 18996]
['contig-0003394', 18995]
['contig-0078486', 18995]
['contig-0008966', 18994]
['contig-0051454', 18994]
['contig-0056725', 18994]
['contig-0080939', 18994]
['contig-0108621', 18994]
['contig-0041313', 18993]
['contig-0001315', 18992]
['contig-0027198', 18992]
['contig-0064951', 18992]
['contig-0023057', 18990]
['contig-0053132', 18990]
['contig-0007054', 18989]
['contig-0045440', 18989]
['contig-0051873', 18989]
['contig-0121984', 18989]
['contig-0126762', 18989]
['contig-0061873', 18988]
['contig-0037823', 18986]
['contig-0094935', 18986]
['contig-0099472', 18986]
['contig-0075498', 18984]
['contig-0083487', 18984]
['contig-0015021', 18983]
['contig-0122720', 18983]
['contig-0065899', 18982]
['contig-0120744', 18982]
['contig-0005197', 18981]
['contig-0011001', 18980]
['contig-0013321', 18980]
['contig-0028141', 18980]
['contig-0030821', 18980]
['contig-0033317', 18980]
['contig-0051740', 18979]
['contig-0058628', 18979]
['contig-0086491', 18979]
['contig-0087878', 18979]
['contig-0026386', 18978]
['contig-0032609', 18978]
['contig-0043016', 18978]
['contig-0054376', 18978]
['contig-0083478', 18978]
['contig-0084134', 18977]
['contig-0097856', 18977]
['contig-0117197', 18977]
['contig-0033029', 18976]
['contig-0042788', 18976]
['contig-0051226', 18976]
['contig-0127091', 18976]
['contig-0012213', 18975]
['contig-0034803', 18975]
['contig-0036372', 18975]
['contig-0080613', 18975]
['contig-0120891', 18975]
['contig-0032564', 18974]
['contig-0076492', 18974]
['contig-0066694', 18972]
['contig-0077525', 18971]
['contig-0088025', 18971]
['contig-0017025', 18970]
['contig-0036898', 18970]
['contig-0070735', 18970]
['contig-0052220', 18969]
['contig-0008308', 18968]
['contig-0126602', 18967]
['contig-0014150', 18966]
['contig-0024968', 18966]
['contig-0061724', 18966]
['contig-0078626', 18966]
['contig-0031624', 18965]
['contig-0077926', 18965]
['contig-0077999', 18965]
['contig-0001862', 18964]
['contig-0013285', 18964]
['contig-0071834', 18964]
['contig-0058136', 18963]
['contig-0080392', 18963]
['contig-0112314', 18963]
['contig-0007543', 18962]
['contig-0089609', 18962]
['contig-0120279', 18962]
['contig-0029960', 18961]
['contig-0052201', 18961]
['contig-0082955', 18961]
['contig-0095503', 18961]
['contig-0107627', 18961]
['contig-0128402', 18961]
['contig-0009068', 18960]
['contig-0013672', 18960]
['contig-0039330', 18960]
['contig-0092938', 18960]
['contig-0002844', 18959]
['contig-0029425', 18959]
['contig-0004972', 18958]
['contig-0022201', 18958]
['contig-0063325', 18956]
['contig-0065019', 18956]
['contig-0026853', 18955]
['contig-0006718', 18954]
['contig-0064189', 18954]
['contig-0052864', 18951]
['contig-0060184', 18951]
['contig-0062875', 18951]
['contig-0041682', 18950]
['contig-0050488', 18950]
['contig-0047181', 18949]
['contig-0097104', 18949]
['contig-0034767', 18948]
['contig-0057129', 18948]
['contig-0081766', 18948]
['contig-0112709', 18948]
['contig-0028413', 18947]
['contig-0035449', 18947]
['contig-0053755', 18947]
['contig-0081242', 18947]
['contig-0055453', 18946]
['contig-0076661', 18946]
['contig-0096844', 18946]
['contig-0008809', 18945]
['contig-0016120', 18945]
['contig-0016632', 18945]
['contig-0058477', 18944]
['contig-0089311', 18944]
['contig-0116883', 18944]
['contig-0036839', 18943]
['contig-0110980', 18943]
['contig-0058586', 18942]
['contig-0095229', 18942]
['contig-0010738', 18941]
['contig-0032476', 18941]
['contig-0050528', 18941]
['contig-0092751', 18941]
['contig-0000033', 18940]
['contig-0007626', 18940]
['contig-0024492', 18940]
['contig-0098246', 18940]
['contig-0115245', 18940]
['contig-0045019', 18938]
['contig-0107477', 18938]
['contig-0054346', 18937]
['contig-0033777', 18936]
['contig-0079496', 18936]
['contig-0091035', 18935]
['contig-0107680', 18935]
['contig-0022809', 18934]
['contig-0026137', 18934]
['contig-0091412', 18934]
['contig-0095338', 18934]
['contig-0122859', 18934]
['contig-0066204', 18933]
['contig-0078904', 18933]
['contig-0119717', 18933]
['contig-0009846', 18932]
['contig-0016389', 18932]
['contig-0082832', 18931]
['contig-0018029', 18930]
['contig-0067729', 18930]
['contig-0075733', 18930]
['contig-0029363', 18929]
['contig-0059762', 18929]
['contig-0080733', 18929]
['contig-0122680', 18929]
['contig-0033550', 18928]
['contig-0054583', 18928]
['contig-0059187', 18928]
['contig-0060906', 18928]
['contig-0060934', 18928]
['contig-0107011', 18928]
['contig-0011244', 18927]
['contig-0030570', 18927]
['contig-0075074', 18927]
['contig-0117397', 18927]
['contig-0128367', 18927]
['contig-0009901', 18926]
['contig-0128255', 18926]
['contig-0012902', 18925]
['contig-0040031', 18925]
['contig-0080881', 18925]
['contig-0013012', 18924]
['contig-0080210', 18924]
['contig-0119984', 18924]
['contig-0003291', 18923]
['contig-0014093', 18923]
['contig-0000813', 18922]
['contig-0096978', 18922]
['contig-0098151', 18922]
['contig-0041360', 18921]
['contig-0060859', 18921]
['contig-0089511', 18921]
['contig-0098121', 18921]
['contig-0101200', 18921]
['contig-0105309', 18921]
['contig-0081202', 18919]
['contig-0106876', 18919]
['contig-0126125', 18919]
['contig-0045549', 18918]
['contig-0124534', 18918]
['contig-0016820', 18917]
['contig-0018310', 18917]
['contig-0043173', 18917]
['contig-0014077', 18916]
['contig-0003371', 18915]
['contig-0067989', 18915]
['contig-0092809', 18915]
['contig-0037516', 18914]
['contig-0128081', 18914]
['contig-0023702', 18912]
['contig-0037589', 18912]
['contig-0052056', 18912]
['contig-0102655', 18911]
['contig-0059537', 18910]
['contig-0064886', 18910]
['contig-0091908', 18910]
['contig-0085548', 18909]
['contig-0122850', 18909]
['contig-0013252', 18908]
['contig-0111559', 18908]
['contig-0119311', 18908]
['contig-0123088', 18908]
['contig-0098544', 18907]
['contig-0018031', 18906]
['contig-0027483', 18906]
['contig-0081932', 18906]
['contig-0093283', 18906]
['contig-0112796', 18906]
['contig-0012822', 18905]
['contig-0066148', 18905]
['contig-0079136', 18905]
['contig-0099590', 18905]
['contig-0112104', 18905]
['contig-0070924', 18904]
['contig-0123416', 18904]
['contig-0000568', 18903]
['contig-0113788', 18903]
['contig-0126276', 18903]
['contig-0034249', 18902]
['contig-0064536', 18902]
['contig-0034381', 18901]
['contig-0054702', 18901]
['contig-0077512', 18901]
['contig-0109283', 18901]
['contig-0078791', 18899]
['contig-0081513', 18899]
['contig-0124318', 18899]
['contig-0110397', 18897]
['contig-0051886', 18896]
['contig-0053211', 18896]
['contig-0057926', 18896]
['contig-0064835', 18896]
['contig-0119636', 18896]
['contig-0046251', 18895]
['contig-0064456', 18895]
['contig-0089374', 18895]
['contig-0019010', 18894]
['contig-0032110', 18894]
['contig-0040050', 18894]
['contig-0080199', 18894]
['contig-0088782', 18894]
['contig-0058431', 18893]
['contig-0095430', 18893]
['contig-0102928', 18892]
['contig-0068559', 18891]
['contig-0078757', 18891]
['contig-0086210', 18891]
['contig-0071460', 18890]
['contig-0086997', 18890]
['contig-0092278', 18889]
['contig-0121227', 18889]
['contig-0002268', 18888]
['contig-0101681', 18888]
['contig-0113496', 18888]
['contig-0080172', 18887]
['contig-0118889', 18887]
['contig-0018924', 18886]
['contig-0020448', 18886]
['contig-0048618', 18886]
['contig-0079286', 18886]
['contig-0026033', 18885]
['contig-0083797', 18885]
['contig-0003229', 18884]
['contig-0014949', 18884]
['contig-0058936', 18884]
['contig-0073806', 18884]
['contig-0078037', 18884]
['contig-0087837', 18884]
['contig-0107319', 18883]
['contig-0003748', 18882]
['contig-0030316', 18882]
['contig-0093695', 18882]
['contig-0101238', 18882]
['contig-0106760', 18882]
['contig-0114562', 18882]
['contig-0016537', 18881]
['contig-0024849', 18881]
['contig-0038081', 18880]
['contig-0011152', 18879]
['contig-0072026', 18879]
['contig-0000110', 18878]
['contig-0029038', 18878]
['contig-0061866', 18878]
['contig-0069655', 18878]
['contig-0059552', 18877]
['contig-0064212', 18877]
['contig-0123104', 18876]
['contig-0041563', 18875]
['contig-0048844', 18875]
['contig-0084004', 18875]
['contig-0022414', 18874]
['contig-0052146', 18874]
['contig-0070888', 18874]
['contig-0010027', 18873]
['contig-0044174', 18873]
['contig-0062347', 18873]
['contig-0068146', 18873]
['contig-0047582', 18872]
['contig-0013357', 18871]
['contig-0077801', 18871]
['contig-0085123', 18871]
['contig-0086171', 18871]
['contig-0092659', 18871]
['contig-0005382', 18870]
['contig-0088704', 18870]
['contig-0092848', 18870]
['contig-0110524', 18870]
['contig-0017873', 18869]
['contig-0073050', 18869]
['contig-0073625', 18869]
['contig-0079866', 18869]
['contig-0088467', 18869]
['contig-0052164', 18868]
['contig-0071226', 18868]
['contig-0019591', 18867]
['contig-0037039', 18867]
['contig-0068535', 18867]
['contig-0046741', 18866]
['contig-0114356', 18866]
['contig-0027179', 18865]
['contig-0069704', 18865]
['contig-0000827', 18864]
['contig-0035177', 18864]
['contig-0038169', 18863]
['contig-0022529', 18862]
['contig-0026245', 18862]
['contig-0117000', 18861]
['contig-0084711', 18860]
['contig-0120174', 18860]
['contig-0018476', 18859]
['contig-0040527', 18859]
['contig-0048705', 18859]
['contig-0076354', 18859]
['contig-0003668', 18858]
['contig-0009654', 18858]
['contig-0052609', 18858]
['contig-0062893', 18858]
['contig-0050646', 18857]
['contig-0088968', 18857]
['contig-0101191', 18857]
['contig-0101832', 18857]
['contig-0014230', 18856]
['contig-0049989', 18856]
['contig-0074075', 18856]
['contig-0048985', 18854]
['contig-0085580', 18854]
['contig-0005779', 18853]
['contig-0031864', 18853]
['contig-0126191', 18853]
['contig-0071789', 18852]
['contig-0097937', 18852]
['contig-0104216', 18852]
['contig-0011740', 18851]
['contig-0014146', 18851]
['contig-0061776', 18851]
['contig-0078010', 18851]
['contig-0120131', 18851]
['contig-0121070', 18851]
['contig-0066632', 18850]
['contig-0076139', 18850]
['contig-0056765', 18849]
['contig-0054571', 18848]
['contig-0076239', 18848]
['contig-0121675', 18848]
['contig-0004951', 18847]
['contig-0018945', 18847]
['contig-0087949', 18847]
['contig-0121189', 18847]
['contig-0013659', 18846]
['contig-0049562', 18846]
['contig-0050446', 18846]
['contig-0050665', 18846]
['contig-0007453', 18845]
['contig-0022766', 18845]
['contig-0038497', 18845]
['contig-0087894', 18845]
['contig-0121346', 18845]
['contig-0092545', 18844]
['contig-0121582', 18844]
['contig-0113928', 18843]
['contig-0117108', 18843]
['contig-0030003', 18842]
['contig-0032978', 18842]
['contig-0063288', 18842]
['contig-0117920', 18842]
['contig-0086885', 18841]
['contig-0088780', 18841]
['contig-0092729', 18841]
['contig-0096198', 18840]
['contig-0117909', 18840]
['contig-0025279', 18839]
['contig-0025648', 18839]
['contig-0056672', 18837]
['contig-0061507', 18837]
['contig-0022209', 18835]
['contig-0040448', 18835]
['contig-0068477', 18835]
['contig-0001273', 18834]
['contig-0059262', 18834]
['contig-0072440', 18834]
['contig-0092658', 18834]
['contig-0101853', 18834]
['contig-0054110', 18832]
['contig-0063670', 18832]
['contig-0082211', 18832]
['contig-0062357', 18831]
['contig-0124434', 18831]
['contig-0005196', 18829]
['contig-0020897', 18829]
['contig-0021056', 18828]
['contig-0053524', 18827]
['contig-0057502', 18827]
['contig-0069395', 18827]
['contig-0063946', 18826]
['contig-0103366', 18826]
['contig-0006554', 18825]
['contig-0006564', 18825]
['contig-0126535', 18825]
['contig-0012018', 18822]
['contig-0057121', 18822]
['contig-0061254', 18822]
['contig-0089322', 18822]
['contig-0032760', 18821]
['contig-0036718', 18821]
['contig-0046540', 18821]
['contig-0092664', 18821]
['contig-0118347', 18821]
['contig-0128150', 18821]
['contig-0022528', 18820]
['contig-0107353', 18820]
['contig-0041301', 18819]
['contig-0061707', 18818]
['contig-0071028', 18818]
['contig-0121049', 18818]
['contig-0125867', 18818]
['contig-0124609', 18817]
['contig-0032574', 18816]
['contig-0073838', 18816]
['contig-0094149', 18816]
['contig-0062493', 18815]
['contig-0084721', 18815]
['contig-0110044', 18815]
['contig-0081132', 18814]
['contig-0093041', 18813]
['contig-0015887', 18812]
['contig-0023699', 18812]
['contig-0084063', 18812]
['contig-0090520', 18812]
['contig-0120547', 18812]
['contig-0053472', 18811]
['contig-0078488', 18811]
['contig-0084197', 18811]
['contig-0011283', 18810]
['contig-0040195', 18810]
['contig-0059184', 18810]
['contig-0012859', 18809]
['contig-0028927', 18809]
['contig-0108248', 18809]
['contig-0064462', 18808]
['contig-0121334', 18808]
['contig-0124309', 18807]
['contig-0042898', 18806]
['contig-0066930', 18806]
['contig-0081979', 18806]
['contig-0126981', 18805]
['contig-0070753', 18804]
['contig-0030500', 18803]
['contig-0039469', 18803]
['contig-0067573', 18802]
['contig-0009527', 18801]
['contig-0010014', 18801]
['contig-0073102', 18801]
['contig-0105781', 18801]
['contig-0104737', 18800]
['contig-0116701', 18800]
['contig-0035620', 18798]
['contig-0059598', 18798]
['contig-0094899', 18798]
['contig-0019711', 18797]
['contig-0022391', 18797]
['contig-0034475', 18797]
['contig-0051960', 18797]
['contig-0089113', 18797]
['contig-0099787', 18797]
['contig-0024778', 18796]
['contig-0065497', 18796]
['contig-0112993', 18796]
['contig-0116890', 18796]
['contig-0124889', 18796]
['contig-0014322', 18795]
['contig-0021284', 18795]
['contig-0050384', 18795]
['contig-0109963', 18795]
['contig-0100251', 18794]
['contig-0043322', 18793]
['contig-0055148', 18793]
['contig-0075343', 18793]
['contig-0093221', 18793]
['contig-0048684', 18792]
['contig-0105197', 18792]
['contig-0008100', 18791]
['contig-0037746', 18791]
['contig-0080676', 18791]
['contig-0091882', 18791]
['contig-0104274', 18791]
['contig-0111801', 18791]
['contig-0028929', 18790]
['contig-0035974', 18790]
['contig-0005225', 18788]
['contig-0040063', 18788]
['contig-0074432', 18788]
['contig-0113293', 18788]
['contig-0120952', 18788]
['contig-0033159', 18787]
['contig-0079926', 18787]
['contig-0092515', 18786]
['contig-0001856', 18785]
['contig-0002080', 18785]
['contig-0013232', 18785]
['contig-0107118', 18785]
['contig-0114639', 18785]
['contig-0061200', 18784]
['contig-0095333', 18784]
['contig-0125228', 18784]
['contig-0021961', 18783]
['contig-0031382', 18783]
['contig-0056275', 18783]
['contig-0079028', 18783]
['contig-0085418', 18783]
['contig-0094161', 18783]
['contig-0127511', 18783]
['contig-0016694', 18782]
['contig-0028757', 18782]
['contig-0051259', 18782]
['contig-0071213', 18782]
['contig-0091003', 18782]
['contig-0094164', 18782]
['contig-0109051', 18782]
['contig-0027827', 18781]
['contig-0100413', 18781]
['contig-0071418', 18780]
['contig-0112493', 18780]
['contig-0055180', 18778]
['contig-0060137', 18778]
['contig-0062856', 18778]
['contig-0104972', 18778]
['contig-0029898', 18777]
['contig-0039421', 18777]
['contig-0049224', 18777]
['contig-0091186', 18777]
['contig-0017617', 18776]
['contig-0038674', 18776]
['contig-0016345', 18775]
['contig-0039467', 18775]
['contig-0064599', 18775]
['contig-0018291', 18774]
['contig-0022026', 18773]
['contig-0083951', 18773]
['contig-0101430', 18773]
['contig-0103907', 18773]
['contig-0017996', 18772]
['contig-0074034', 18772]
['contig-0056783', 18771]
['contig-0095638', 18771]
['contig-0109134', 18771]
['contig-0021078', 18770]
['contig-0033635', 18770]
['contig-0101548', 18770]
['contig-0000872', 18769]
['contig-0051668', 18769]
['contig-0004234', 18768]
['contig-0043759', 18768]
['contig-0085741', 18768]
['contig-0094140', 18768]
['contig-0059415', 18767]
['contig-0019109', 18766]
['contig-0029233', 18766]
['contig-0100637', 18766]
['contig-0104456', 18766]
['contig-0044320', 18765]
['contig-0050550', 18765]
['contig-0087022', 18765]
['contig-0095334', 18765]
['contig-0099325', 18765]
['contig-0091840', 18764]
['contig-0121799', 18764]
['contig-0014188', 18763]
['contig-0040803', 18763]
['contig-0069303', 18763]
['contig-0024238', 18762]
['contig-0042973', 18762]
['contig-0103078', 18762]
['contig-0109233', 18761]
['contig-0021635', 18760]
['contig-0086099', 18760]
['contig-0021889', 18759]
['contig-0043442', 18759]
['contig-0093850', 18759]
['contig-0119045', 18759]
['contig-0007484', 18758]
['contig-0092960', 18758]
['contig-0105521', 18758]
['contig-0024744', 18757]
['contig-0048380', 18757]
['contig-0060195', 18757]
['contig-0086517', 18756]
['contig-0098252', 18756]
['contig-0008264', 18755]
['contig-0026807', 18755]
['contig-0050231', 18755]
['contig-0089116', 18755]
['contig-0106103', 18755]
['contig-0003288', 18754]
['contig-0024616', 18754]
['contig-0081086', 18754]
['contig-0081355', 18754]
['contig-0060094', 18753]
['contig-0080456', 18753]
['contig-0119749', 18753]
['contig-0119845', 18753]
['contig-0014837', 18752]
['contig-0041320', 18752]
['contig-0051108', 18752]
['contig-0069593', 18751]
['contig-0109266', 18751]
['contig-0024009', 18750]
['contig-0049352', 18750]
['contig-0071623', 18750]
['contig-0114141', 18750]
['contig-0024993', 18749]
['contig-0027907', 18749]
['contig-0034460', 18749]
['contig-0118169', 18749]
['contig-0002138', 18748]
['contig-0038414', 18748]
['contig-0058749', 18748]
['contig-0101692', 18748]
['contig-0102980', 18748]
['contig-0000588', 18747]
['contig-0015431', 18747]
['contig-0021014', 18747]
['contig-0090136', 18747]
['contig-0038559', 18746]
['contig-0096979', 18746]
['contig-0101147', 18746]
['contig-0115795', 18746]
['contig-0008341', 18745]
['contig-0010483', 18745]
['contig-0071234', 18745]
['contig-0006454', 18744]
['contig-0009292', 18744]
['contig-0078767', 18744]
['contig-0125367', 18744]
['contig-0012775', 18743]
['contig-0043615', 18743]
['contig-0013194', 18742]
['contig-0021381', 18742]
['contig-0039873', 18742]
['contig-0099905', 18742]
['contig-0103763', 18742]
['contig-0108147', 18742]
['contig-0123826', 18742]
['contig-0029973', 18741]
['contig-0106452', 18741]
['contig-0015619', 18740]
['contig-0096722', 18740]
['contig-0029084', 18739]
['contig-0030495', 18739]
['contig-0040929', 18739]
['contig-0086838', 18739]
['contig-0095007', 18739]
['contig-0003762', 18738]
['contig-0004506', 18738]
['contig-0032183', 18738]
['contig-0033242', 18738]
['contig-0053232', 18738]
['contig-0090350', 18738]
['contig-0035118', 18737]
['contig-0038083', 18737]
['contig-0047561', 18737]
['contig-0090465', 18737]
['contig-0096709', 18737]
['contig-0028878', 18736]
['contig-0029274', 18736]
['contig-0056704', 18736]
['contig-0079966', 18736]
['contig-0000746', 18735]
['contig-0019721', 18735]
['contig-0078138', 18735]
['contig-0086812', 18734]
['contig-0090544', 18734]
['contig-0095332', 18734]
['contig-0014225', 18733]
['contig-0038170', 18733]
['contig-0069223', 18733]
['contig-0003365', 18732]
['contig-0061266', 18732]
['contig-0061435', 18731]
['contig-0070948', 18731]
['contig-0047118', 18730]
['contig-0049750', 18730]
['contig-0060372', 18730]
['contig-0099364', 18730]
['contig-0119633', 18730]
['contig-0022418', 18729]
['contig-0028024', 18729]
['contig-0113762', 18729]
['contig-0008541', 18728]
['contig-0045652', 18728]
['contig-0054581', 18728]
['contig-0068296', 18728]
['contig-0105939', 18728]
['contig-0050538', 18727]
['contig-0065604', 18727]
['contig-0071747', 18727]
['contig-0109656', 18727]
['contig-0101084', 18726]
['contig-0005267', 18725]
['contig-0066710', 18724]
['contig-0056156', 18723]
['contig-0100297', 18723]
['contig-0127750', 18723]
['contig-0002466', 18722]
['contig-0017452', 18722]
['contig-0053691', 18722]
['contig-0087946', 18722]
['contig-0010171', 18721]
