['DEINVI_00007', 132903021]
['DEINVI_05199', 4000]
['DEINVI_05214', 4000]
['DEINVI_05676', 4000]
['DEINVI_05731', 4000]
['DEINVI_05772', 4000]
['DEINVI_05926', 4000]
['DEINVI_06096', 4000]
['DEINVI_06197', 4000]
['DEINVI_06237', 4000]
['DEINVI_06280', 4000]
['DEINVI_06345', 4000]
['DEINVI_06408', 4000]
['DEINVI_06460', 4000]
['DEINVI_06576', 4000]
['DEINVI_06597', 4000]
['DEINVI_06827', 4000]
['DEINVI_07074', 4000]
['DEINVI_07180', 4000]
['DEINVI_07502', 4000]
['DEINVI_07580', 4000]
['DEINVI_07649', 4000]
['DEINVI_07728', 4000]
['DEINVI_07756', 4000]
['DEINVI_07896', 4000]
['DEINVI_07940', 4000]
['DEINVI_08017', 4000]
['DEINVI_08025', 4000]
['DEINVI_08293', 4000]
['DEINVI_08507', 4000]
['DEINVI_08648', 4000]
['DEINVI_08666', 4000]
['DEINVI_08681', 4000]
['DEINVI_24803', 4000]
['DEINVI_24804', 4000]
['DEINVI_24805', 4000]
['DEINVI_24806', 3999]
['DEINVI_24807', 3999]
['DEINVI_24808', 3999]
['DEINVI_08751', 3998]
['DEINVI_24809', 3998]
['DEINVI_24810', 3998]
['DEINVI_24811', 3997]
['DEINVI_05419', 3996]
['DEINVI_24812', 3996]
['DEINVI_24813', 3996]
['DEINVI_24814', 3996]
['DEINVI_24815', 3995]
['DEINVI_24816', 3995]
['DEINVI_24817', 3994]
['DEINVI_24818', 3994]
['DEINVI_24819', 3994]
['DEINVI_24820', 3994]
['DEINVI_24821', 3994]
['DEINVI_24822', 3994]
['DEINVI_24823', 3994]
['DEINVI_24824', 3993]
['DEINVI_24825', 3993]
['DEINVI_24826', 3993]
['DEINVI_24827', 3993]
['DEINVI_06607', 3992]
['DEINVI_24828', 3992]
['DEINVI_24829', 3992]
['DEINVI_24830', 3992]
['DEINVI_24831', 3992]
['DEINVI_24832', 3992]
['DEINVI_24833', 3990]
['DEINVI_08067', 3989]
['DEINVI_24834', 3989]
['DEINVI_05095', 3988]
['DEINVI_24835', 3988]
['DEINVI_24836', 3988]
['DEINVI_24837', 3988]
['DEINVI_07286', 3987]
['DEINVI_24838', 3987]
['DEINVI_24839', 3987]
['DEINVI_24840', 3987]
['DEINVI_24841', 3987]
['DEINVI_24842', 3987]
['DEINVI_24843', 3987]
['DEINVI_24844', 3987]
['DEINVI_05508', 3986]
['DEINVI_10952', 3986]
['DEINVI_24845', 3986]
['DEINVI_24846', 3986]
['DEINVI_24847', 3986]
['DEINVI_24848', 3985]
['DEINVI_24849', 3985]
['DEINVI_24850', 3985]
['DEINVI_24851', 3985]
['DEINVI_24852', 3985]
['DEINVI_24853', 3985]
['DEINVI_24854', 3985]
['DEINVI_24855', 3984]
['DEINVI_24856', 3984]
['DEINVI_24857', 3983]
['DEINVI_24858', 3983]
['DEINVI_06979', 3982]
['DEINVI_24859', 3982]
['DEINVI_24860', 3982]
['DEINVI_24861', 3982]
['DEINVI_24862', 3982]
['DEINVI_24863', 3981]
['DEINVI_24864', 3981]
['DEINVI_24865', 3980]
['DEINVI_24866', 3980]
['DEINVI_09461', 3979]
['DEINVI_24867', 3979]
['DEINVI_24868', 3979]
['DEINVI_24869', 3979]
['DEINVI_24870', 3979]
['DEINVI_24871', 3979]
['DEINVI_24872', 3978]
['DEINVI_24873', 3978]
['DEINVI_07988', 3977]
['DEINVI_24874', 3977]
['DEINVI_24875', 3977]
['DEINVI_24876', 3977]
['DEINVI_24877', 3977]
['DEINVI_24878', 3977]
['DEINVI_04715', 3976]
['DEINVI_24879', 3976]
['DEINVI_24880', 3976]
['DEINVI_24881', 3976]
['DEINVI_03652', 3975]
['DEINVI_24882', 3975]
['DEINVI_24883', 3975]
['DEINVI_24884', 3975]
['DEINVI_24885', 3974]
['DEINVI_24886', 3974]
['DEINVI_24887', 3974]
['DEINVI_24888', 3974]
['DEINVI_24889', 3974]
['DEINVI_24890', 3973]
['DEINVI_24891', 3973]
['DEINVI_24892', 3973]
['DEINVI_24893', 3973]
['DEINVI_24894', 3973]
['DEINVI_24895', 3973]
['DEINVI_24896', 3972]
['DEINVI_24897', 3972]
['DEINVI_24898', 3972]
['DEINVI_24899', 3972]
['DEINVI_24900', 3971]
['DEINVI_24901', 3971]
['DEINVI_24902', 3971]
['DEINVI_24903', 3971]
['DEINVI_24904', 3971]
['DEINVI_24905', 3971]
['DEINVI_09204', 3970]
['DEINVI_24906', 3970]
['DEINVI_24907', 3970]
['DEINVI_24908', 3970]
['DEINVI_24909', 3969]
['DEINVI_24910', 3969]
['DEINVI_24911', 3969]
['DEINVI_24912', 3969]
['DEINVI_24913', 3969]
['DEINVI_24914', 3969]
['DEINVI_24915', 3968]
['DEINVI_24916', 3968]
['DEINVI_24917', 3968]
['DEINVI_24918', 3968]
['DEINVI_08320', 3967]
['DEINVI_24919', 3967]
['DEINVI_24920', 3967]
['DEINVI_24921', 3967]
['DEINVI_24922', 3967]
['DEINVI_06838', 3966]
['DEINVI_24923', 3966]
['DEINVI_24924', 3966]
['DEINVI_24925', 3966]
['DEINVI_01547', 3965]
['DEINVI_24926', 3965]
['DEINVI_24927', 3965]
['DEINVI_24928', 3965]
['DEINVI_24929', 3965]
['DEINVI_24930', 3965]
['DEINVI_24931', 3965]
['DEINVI_24932', 3965]
['DEINVI_24933', 3964]
['DEINVI_24934', 3964]
['DEINVI_24935', 3964]
['DEINVI_24936', 3964]
['DEINVI_03788', 3963]
['DEINVI_24937', 3963]
['DEINVI_24938', 3963]
['DEINVI_24939', 3963]
['DEINVI_24940', 3963]
['DEINVI_11650', 3962]
['DEINVI_24941', 3962]
['DEINVI_24942', 3961]
['DEINVI_24943', 3961]
['DEINVI_24944', 3961]
['DEINVI_24945', 3961]
['DEINVI_24946', 3961]
['DEINVI_24947', 3961]
['DEINVI_24948', 3960]
['DEINVI_24949', 3960]
['DEINVI_24950', 3960]
['DEINVI_24951', 3960]
['DEINVI_24952', 3958]
['DEINVI_24953', 3958]
['DEINVI_24954', 3957]
['DEINVI_24955', 3957]
['DEINVI_24956', 3957]
['DEINVI_24957', 3956]
['DEINVI_24958', 3956]
['DEINVI_24959', 3956]
['DEINVI_24960', 3956]
['DEINVI_24961', 3956]
['DEINVI_24962', 3956]
['DEINVI_24963', 3955]
['DEINVI_24964', 3955]
['DEINVI_24965', 3954]
['DEINVI_24966', 3954]
['DEINVI_24967', 3953]
['DEINVI_24968', 3953]
['DEINVI_24969', 3953]
['DEINVI_24970', 3953]
['DEINVI_03626', 3952]
['DEINVI_24971', 3952]
['DEINVI_24972', 3952]
['DEINVI_24973', 3952]
['DEINVI_24974', 3951]
['DEINVI_24975', 3951]
['DEINVI_24976', 3951]
['DEINVI_24977', 3951]
['DEINVI_24978', 3951]
['DEINVI_24979', 3950]
['DEINVI_24980', 3950]
['DEINVI_24981', 3949]
['DEINVI_24982', 3949]
['DEINVI_24983', 3949]
['DEINVI_24984', 3949]
['DEINVI_24985', 3948]
['DEINVI_24986', 3948]
['DEINVI_24987', 3948]
['DEINVI_24988', 3948]
['DEINVI_24989', 3948]
['DEINVI_24990', 3947]
['DEINVI_24991', 3947]
['DEINVI_24992', 3947]
['DEINVI_24993', 3947]
['DEINVI_24994', 3947]
['DEINVI_04610', 3946]
['DEINVI_24995', 3946]
['DEINVI_24996', 3946]
['DEINVI_24997', 3946]
['DEINVI_24998', 3946]
['DEINVI_24999', 3946]
['DEINVI_25000', 3946]
['DEINVI_25001', 3945]
['DEINVI_25002', 3945]
['DEINVI_25003', 3945]
['DEINVI_25004', 3945]
['DEINVI_25005', 3944]
['DEINVI_25006', 3944]
['DEINVI_25007', 3944]
['DEINVI_25008', 3942]
['DEINVI_25009', 3942]
['DEINVI_07913', 3941]
['DEINVI_25010', 3941]
['DEINVI_25011', 3941]
['DEINVI_25012', 3941]
['DEINVI_25013', 3941]
['DEINVI_25014', 3941]
['DEINVI_25015', 3941]
['DEINVI_25016', 3940]
['DEINVI_25017', 3940]
['DEINVI_25018', 3940]
['DEINVI_25019', 3940]
['DEINVI_25020', 3940]
['DEINVI_25021', 3940]
['DEINVI_03438', 3939]
['DEINVI_25022', 3939]
['DEINVI_25023', 3939]
['DEINVI_25024', 3939]
['DEINVI_25025', 3939]
['DEINVI_25026', 3939]
['DEINVI_09958', 3938]
['DEINVI_25027', 3938]
['DEINVI_25028', 3938]
['DEINVI_25029', 3937]
['DEINVI_25030', 3937]
['DEINVI_25031', 3936]
['DEINVI_25032', 3936]
['DEINVI_25033', 3936]
['DEINVI_25034', 3936]
['DEINVI_25035', 3936]
['DEINVI_25036', 3935]
['DEINVI_25037', 3934]
['DEINVI_25038', 3934]
['DEINVI_05178', 3933]
['DEINVI_06879', 3933]
['DEINVI_25039', 3933]
['DEINVI_25040', 3933]
['DEINVI_25041', 3933]
['DEINVI_25042', 3933]
['DEINVI_25043', 3933]
['DEINVI_25044', 3932]
['DEINVI_25045', 3932]
['DEINVI_25046', 3932]
['DEINVI_25047', 3932]
['DEINVI_25048', 3931]
['DEINVI_25049', 3931]
['DEINVI_25050', 3931]
['DEINVI_25051', 3931]
['DEINVI_08386', 3930]
['DEINVI_09477', 3930]
['DEINVI_25052', 3930]
['DEINVI_25053', 3930]
['DEINVI_25054', 3930]
['DEINVI_25055', 3930]
['DEINVI_25056', 3930]
['DEINVI_25057', 3929]
['DEINVI_25058', 3928]
['DEINVI_25059', 3928]
['DEINVI_25060', 3928]
['DEINVI_25061', 3927]
['DEINVI_25062', 3927]
['DEINVI_25063', 3927]
['DEINVI_25064', 3927]
['DEINVI_25065', 3927]
['DEINVI_25066', 3927]
['DEINVI_25067', 3926]
['DEINVI_25068', 3925]
['DEINVI_03998', 3924]
['DEINVI_25069', 3924]
['DEINVI_25070', 3924]
['DEINVI_25071', 3924]
['DEINVI_25072', 3924]
['DEINVI_25073', 3924]
['DEINVI_25074', 3924]
['DEINVI_25075', 3923]
['DEINVI_25076', 3923]
['DEINVI_25077', 3922]
['DEINVI_25078', 3922]
['DEINVI_25079', 3922]
['DEINVI_25080', 3922]
['DEINVI_25081', 3922]
['DEINVI_25082', 3922]
['DEINVI_09765', 3921]
['DEINVI_25083', 3921]
['DEINVI_25084', 3921]
['DEINVI_25085', 3921]
['DEINVI_25086', 3921]
['DEINVI_25087', 3921]
['DEINVI_25088', 3921]
['DEINVI_25089', 3920]
['DEINVI_25090', 3920]
['DEINVI_25091', 3920]
['DEINVI_25092', 3920]
['DEINVI_08638', 3919]
['DEINVI_25093', 3919]
['DEINVI_25094', 3919]
['DEINVI_10582', 3918]
['DEINVI_25095', 3918]
['DEINVI_02209', 3917]
['DEINVI_02841', 3917]
['DEINVI_09594', 3917]
['DEINVI_25096', 3917]
['DEINVI_25097', 3917]
['DEINVI_25098', 3917]
['DEINVI_25099', 3917]
['DEINVI_04172', 3916]
['DEINVI_09302', 3916]
['DEINVI_25100', 3916]
['DEINVI_25101', 3916]
['DEINVI_25102', 3916]
['DEINVI_25103', 3916]
['DEINVI_25104', 3915]
['DEINVI_25105', 3915]
['DEINVI_25106', 3915]
['DEINVI_00948', 3914]
['DEINVI_08841', 3914]
['DEINVI_25107', 3914]
['DEINVI_25108', 3914]
['DEINVI_25109', 3914]
['DEINVI_25110', 3914]
['DEINVI_02930', 3913]
['DEINVI_25111', 3913]
['DEINVI_25112', 3913]
['DEINVI_25113', 3912]
['DEINVI_25114', 3912]
['DEINVI_25115', 3912]
['DEINVI_25116', 3911]
['DEINVI_25117', 3911]
['DEINVI_25118', 3911]
['DEINVI_25119', 3911]
['DEINVI_25120', 3910]
['DEINVI_25121', 3910]
['DEINVI_25122', 3910]
['DEINVI_25123', 3909]
['DEINVI_25124', 3909]
['DEINVI_25125', 3909]
['DEINVI_25126', 3909]
['DEINVI_25127', 3908]
['DEINVI_25128', 3908]
['DEINVI_25129', 3908]
['DEINVI_25130', 3907]
['DEINVI_25131', 3907]
['DEINVI_25132', 3907]
['DEINVI_25133', 3906]
['DEINVI_25134', 3906]
['DEINVI_25135', 3906]
['DEINVI_25136', 3905]
['DEINVI_25137', 3905]
['DEINVI_25138', 3905]
['DEINVI_25139', 3905]
['DEINVI_25140', 3905]
['DEINVI_10637', 3904]
['DEINVI_07559', 3903]
['DEINVI_25141', 3903]
['DEINVI_25142', 3903]
['DEINVI_25143', 3903]
['DEINVI_25144', 3903]
['DEINVI_25145', 3903]
['DEINVI_25146', 3902]
['DEINVI_25147', 3902]
['DEINVI_25148', 3902]
['DEINVI_04176', 3901]
['DEINVI_05916', 3901]
['DEINVI_25149', 3901]
['DEINVI_25150', 3901]
['DEINVI_04940', 3900]
['DEINVI_25151', 3900]
['DEINVI_25152', 3900]
['DEINVI_25153', 3900]
['DEINVI_25154', 3900]
['DEINVI_25155', 3900]
['DEINVI_10887', 3899]
['DEINVI_25156', 3899]
['DEINVI_25157', 3899]
['DEINVI_25158', 3899]
['DEINVI_25159', 3899]
['DEINVI_07650', 3898]
['DEINVI_07880', 3898]
['DEINVI_25160', 3898]
['DEINVI_25161', 3898]
['DEINVI_25162', 3898]
['DEINVI_25163', 3898]
['DEINVI_25164', 3898]
['DEINVI_01684', 3896]
['DEINVI_25165', 3896]
['DEINVI_05277', 3895]
['DEINVI_25166', 3895]
['DEINVI_25167', 3895]
['DEINVI_25168', 3895]
['DEINVI_25169', 3895]
['DEINVI_25170', 3894]
['DEINVI_25171', 3894]
['DEINVI_25172', 3894]
['DEINVI_25173', 3894]
['DEINVI_06013', 3893]
['DEINVI_25174', 3893]
['DEINVI_25175', 3893]
['DEINVI_25176', 3892]
['DEINVI_25177', 3892]
['DEINVI_25178', 3892]
['DEINVI_25179', 3891]
['DEINVI_25180', 3891]
['DEINVI_25181', 3891]
['DEINVI_25182', 3891]
['DEINVI_25183', 3891]
['DEINVI_25184', 3891]
['DEINVI_25185', 3891]
['DEINVI_06745', 3890]
['DEINVI_25186', 3890]
['DEINVI_25187', 3890]
['DEINVI_25188', 3890]
['DEINVI_09000', 3889]
['DEINVI_25189', 3889]
['DEINVI_25190', 3889]
['DEINVI_25191', 3889]
['DEINVI_03556', 3888]
['DEINVI_25192', 3888]
['DEINVI_25193', 3888]
['DEINVI_25194', 3888]
['DEINVI_25195', 3887]
['DEINVI_25196', 3887]
['DEINVI_07126', 3885]
['DEINVI_25197', 3885]
['DEINVI_25198', 3885]
['DEINVI_06818', 3884]
['DEINVI_25199', 3884]
['DEINVI_25200', 3884]
['DEINVI_25201', 3883]
['DEINVI_25202', 3883]
['DEINVI_25203', 3883]
['DEINVI_25204', 3882]
['DEINVI_25205', 3882]
['DEINVI_25206', 3882]
['DEINVI_25207', 3882]
['DEINVI_25208', 3881]
['DEINVI_25209', 3881]
['DEINVI_25210', 3881]
['DEINVI_25211', 3880]
['DEINVI_25212', 3880]
['DEINVI_25213', 3880]
['DEINVI_25214', 3880]
['DEINVI_25215', 3879]
['DEINVI_25216', 3879]
['DEINVI_25217', 3879]
['DEINVI_25218', 3879]
['DEINVI_03342', 3878]
['DEINVI_25219', 3876]
['DEINVI_25220', 3876]
['DEINVI_25221', 3876]
['DEINVI_06181', 3875]
['DEINVI_25222', 3875]
['DEINVI_25223', 3875]
['DEINVI_25224', 3875]
['DEINVI_25225', 3875]
['DEINVI_25226', 3875]
['DEINVI_25227', 3875]
['DEINVI_25228', 3874]
['DEINVI_25229', 3874]
['DEINVI_03523', 3873]
['DEINVI_25230', 3873]
['DEINVI_25231', 3873]
['DEINVI_25232', 3873]
['DEINVI_25233', 3872]
['DEINVI_25234', 3872]
['DEINVI_25235', 3872]
['DEINVI_25236', 3872]
['DEINVI_25237', 3872]
['DEINVI_25238', 3872]
['DEINVI_25239', 3872]
['DEINVI_02608', 3871]
['DEINVI_07158', 3871]
['DEINVI_25240', 3871]
['DEINVI_25241', 3871]
['DEINVI_25242', 3871]
['DEINVI_25243', 3871]
['DEINVI_25244', 3871]
['DEINVI_25245', 3871]
['DEINVI_25246', 3870]
['DEINVI_25247', 3870]
['DEINVI_25248', 3870]
['DEINVI_25249', 3870]
['DEINVI_25250', 3870]
['DEINVI_25251', 3870]
['DEINVI_25252', 3869]
['DEINVI_25253', 3869]
['DEINVI_25254', 3869]
['DEINVI_25255', 3869]
['DEINVI_25256', 3869]
['DEINVI_25257', 3869]
['DEINVI_25258', 3869]
['DEINVI_25259', 3868]
['DEINVI_25260', 3868]
['DEINVI_25261', 3868]
['DEINVI_25262', 3868]
['DEINVI_25263', 3868]
['DEINVI_25264', 3867]
['DEINVI_25265', 3867]
['DEINVI_25266', 3866]
['DEINVI_25267', 3866]
['DEINVI_25268', 3865]
['DEINVI_25269', 3865]
['DEINVI_25270', 3865]
['DEINVI_25271', 3865]
['DEINVI_25272', 3864]
['DEINVI_25273', 3864]
['DEINVI_25274', 3864]
['DEINVI_05749', 3863]
['DEINVI_25275', 3863]
['DEINVI_01657', 3862]
['DEINVI_07908', 3862]
['DEINVI_25276', 3862]
['DEINVI_25277', 3862]
['DEINVI_25278', 3862]
['DEINVI_25279', 3862]
['DEINVI_25280', 3862]
['DEINVI_25281', 3861]
['DEINVI_25282', 3861]
['DEINVI_25283', 3861]
['DEINVI_25284', 3860]
['DEINVI_25285', 3860]
['DEINVI_25286', 3860]
['DEINVI_06040', 3859]
['DEINVI_25287', 3859]
['DEINVI_25288', 3859]
['DEINVI_25289', 3859]
['DEINVI_25290', 3859]
['DEINVI_25291', 3858]
['DEINVI_25292', 3858]
['DEINVI_25293', 3858]
['DEINVI_25294', 3858]
['DEINVI_25295', 3857]
['DEINVI_25296', 3857]
['DEINVI_25297', 3857]
['DEINVI_25298', 3857]
['DEINVI_25299', 3857]
['DEINVI_25300', 3857]
['DEINVI_25301', 3856]
['DEINVI_25302', 3856]
['DEINVI_25303', 3856]
['DEINVI_25304', 3856]
['DEINVI_25305', 3855]
['DEINVI_25306', 3855]
['DEINVI_25307', 3855]
['DEINVI_25308', 3855]
['DEINVI_25309', 3855]
['DEINVI_25310', 3855]
['DEINVI_05778', 3854]
['DEINVI_25311', 3853]
['DEINVI_25312', 3853]
['DEINVI_25313', 3853]
['DEINVI_25314', 3853]
['DEINVI_25315', 3852]
['DEINVI_25316', 3852]
['DEINVI_25317', 3852]
['DEINVI_25318', 3852]
['DEINVI_25319', 3852]
['DEINVI_25320', 3852]
['DEINVI_25321', 3852]
['DEINVI_25322', 3852]
['DEINVI_03738', 3851]
['DEINVI_04171', 3851]
['DEINVI_25323', 3851]
['DEINVI_25324', 3851]
['DEINVI_25325', 3851]
['DEINVI_25326', 3851]
['DEINVI_25327', 3851]
['DEINVI_25328', 3850]
['DEINVI_25329', 3850]
['DEINVI_25330', 3850]
['DEINVI_25331', 3850]
['DEINVI_25332', 3850]
['DEINVI_25333', 3850]
['DEINVI_25334', 3849]
['DEINVI_25335', 3849]
['DEINVI_25336', 3849]
['DEINVI_25337', 3848]
['DEINVI_25338', 3848]
['DEINVI_25339', 3848]
['DEINVI_25340', 3848]
['DEINVI_25341', 3848]
['DEINVI_05013', 3847]
['DEINVI_25342', 3847]
['DEINVI_25343', 3847]
['DEINVI_04472', 3846]
['DEINVI_25344', 3846]
['DEINVI_25345', 3846]
['DEINVI_25346', 3846]
['DEINVI_25347', 3846]
['DEINVI_25348', 3846]
['DEINVI_25349', 3846]
['DEINVI_25350', 3846]
['DEINVI_25351', 3846]
['DEINVI_09889', 3845]
['DEINVI_25352', 3845]
['DEINVI_25353', 3845]
['DEINVI_25354', 3845]
['DEINVI_25355', 3845]
['DEINVI_25356', 3844]
['DEINVI_25357', 3844]
['DEINVI_25358', 3844]
['DEINVI_25359', 3844]
['DEINVI_25360', 3844]
['DEINVI_25361', 3843]
['DEINVI_25362', 3843]
['DEINVI_25363', 3843]
['DEINVI_25364', 3843]
['DEINVI_25365', 3842]
['DEINVI_25366', 3842]
['DEINVI_08418', 3841]
['DEINVI_25367', 3841]
['DEINVI_25368', 3841]
['DEINVI_25369', 3841]
['DEINVI_25370', 3841]
['DEINVI_25371', 3841]
['DEINVI_25372', 3840]
['DEINVI_25373', 3840]
['DEINVI_25374', 3840]
['DEINVI_25375', 3840]
['DEINVI_25376', 3840]
['DEINVI_25377', 3840]
['DEINVI_25378', 3839]
['DEINVI_25379', 3839]
['DEINVI_25380', 3839]
['DEINVI_25381', 3838]
['DEINVI_25382', 3837]
['DEINVI_25383', 3837]
['DEINVI_25384', 3837]
['DEINVI_25385', 3836]
['DEINVI_25386', 3836]
['DEINVI_25387', 3836]
['DEINVI_25388', 3836]
['DEINVI_25389', 3836]
['DEINVI_25390', 3836]
['DEINVI_25391', 3836]
['DEINVI_25392', 3835]
['DEINVI_25393', 3835]
['DEINVI_25394', 3835]
['DEINVI_25395', 3834]
['DEINVI_25396', 3834]
['DEINVI_03519', 3833]
['DEINVI_25397', 3833]
['DEINVI_25398', 3833]
['DEINVI_25399', 3833]
['DEINVI_05340', 3832]
['DEINVI_25400', 3832]
['DEINVI_25401', 3832]
['DEINVI_25402', 3832]
['DEINVI_25403', 3832]
['DEINVI_25404', 3832]
['DEINVI_25405', 3832]
['DEINVI_25406', 3832]
['DEINVI_25407', 3832]
['DEINVI_25408', 3832]
['DEINVI_10590', 3831]
['DEINVI_25409', 3831]
['DEINVI_25410', 3831]
['DEINVI_25411', 3831]
['DEINVI_25412', 3831]
['DEINVI_25413', 3831]
['DEINVI_25414', 3830]
['DEINVI_25415', 3830]
['DEINVI_25416', 3830]
['DEINVI_25417', 3829]
['DEINVI_25418', 3829]
['DEINVI_25419', 3829]
['DEINVI_25420', 3829]
['DEINVI_25421', 3829]
['DEINVI_25422', 3828]
['DEINVI_25423', 3828]
['DEINVI_25424', 3828]
['DEINVI_02520', 3827]
['DEINVI_25425', 3827]
['DEINVI_25426', 3827]
['DEINVI_25427', 3827]
['DEINVI_25428', 3827]
['DEINVI_25429', 3826]
['DEINVI_10927', 3825]
['DEINVI_25430', 3825]
['DEINVI_25431', 3825]
['DEINVI_25432', 3825]
['DEINVI_08452', 3824]
['DEINVI_25433', 3824]
['DEINVI_25434', 3824]
['DEINVI_09332', 3823]
['DEINVI_25435', 3823]
['DEINVI_25436', 3823]
['DEINVI_25437', 3823]
['DEINVI_25438', 3823]
['DEINVI_25439', 3823]
['DEINVI_25440', 3823]
['DEINVI_25441', 3823]
['DEINVI_07520', 3822]
['DEINVI_25442', 3822]
['DEINVI_25443', 3822]
['DEINVI_25444', 3822]
['DEINVI_25445', 3822]
['DEINVI_25446', 3822]
['DEINVI_25447', 3822]
['DEINVI_25448', 3822]
['DEINVI_25449', 3821]
['DEINVI_25450', 3821]
['DEINVI_07004', 3820]
['DEINVI_25451', 3820]
['DEINVI_25452', 3820]
['DEINVI_25453', 3820]
['DEINVI_25454', 3820]
['DEINVI_25455', 3820]
['DEINVI_25456', 3819]
['DEINVI_25457', 3819]
['DEINVI_25458', 3819]
['DEINVI_25459', 3819]
['DEINVI_25460', 3818]
['DEINVI_25461', 3818]
['DEINVI_25462', 3818]
['DEINVI_25463', 3818]
['DEINVI_25464', 3817]
['DEINVI_25465', 3817]
['DEINVI_25466', 3817]
['DEINVI_25467', 3817]
['DEINVI_25468', 3817]
['DEINVI_25469', 3817]
['DEINVI_25470', 3816]
['DEINVI_25471', 3816]
['DEINVI_25472', 3815]
['DEINVI_25473', 3815]
['DEINVI_25474', 3815]
['DEINVI_25475', 3815]
['DEINVI_25476', 3815]
['DEINVI_25477', 3815]
['DEINVI_25478', 3815]
['DEINVI_25479', 3814]
['DEINVI_25480', 3814]
['DEINVI_25481', 3814]
['DEINVI_25482', 3814]
['DEINVI_25483', 3813]
['DEINVI_25484', 3813]
['DEINVI_25485', 3812]
['DEINVI_25486', 3812]
['DEINVI_25487', 3812]
['DEINVI_25488', 3812]
['DEINVI_25489', 3811]
['DEINVI_25490', 3811]
['DEINVI_25491', 3811]
['DEINVI_25492', 3811]
['DEINVI_25493', 3811]
['DEINVI_25494', 3810]
['DEINVI_25495', 3810]
['DEINVI_25496', 3809]
['DEINVI_25497', 3809]
['DEINVI_25498', 3808]
['DEINVI_25499', 3808]
['DEINVI_25500', 3808]
['DEINVI_25501', 3808]
['DEINVI_25502', 3807]
['DEINVI_25503', 3807]
['DEINVI_25504', 3807]
['DEINVI_02211', 3806]
['DEINVI_25505', 3806]
['DEINVI_25506', 3806]
['DEINVI_25507', 3806]
['DEINVI_25508', 3806]
['DEINVI_25509', 3805]
['DEINVI_10087', 3804]
['DEINVI_25510', 3804]
['DEINVI_25511', 3804]
['DEINVI_25512', 3804]
['DEINVI_25513', 3804]
['DEINVI_25514', 3804]
['DEINVI_25515', 3804]
['DEINVI_25516', 3804]
['DEINVI_25517', 3804]
['DEINVI_25518', 3803]
['DEINVI_25519', 3803]
['DEINVI_25520', 3803]
['DEINVI_06321', 3802]
['DEINVI_25521', 3802]
['DEINVI_25522', 3802]
['DEINVI_25523', 3802]
['DEINVI_25524', 3802]
['DEINVI_25525', 3801]
['DEINVI_25526', 3801]
['DEINVI_25527', 3801]
['DEINVI_25528', 3801]
['DEINVI_25529', 3801]
['DEINVI_25530', 3801]
['DEINVI_25531', 3801]
['DEINVI_25532', 3800]
['DEINVI_25533', 3800]
['DEINVI_25534', 3800]
['DEINVI_25535', 3800]
['DEINVI_25536', 3799]
['DEINVI_25537', 3799]
['DEINVI_25538', 3799]
['DEINVI_25539', 3798]
['DEINVI_25540', 3798]
['DEINVI_25541', 3798]
['DEINVI_07024', 3797]
['DEINVI_25542', 3797]
['DEINVI_25543', 3797]
['DEINVI_25544', 3797]
['DEINVI_25545', 3797]
['DEINVI_25546', 3797]
['DEINVI_25547', 3796]
['DEINVI_25548', 3796]
['DEINVI_25549', 3795]
['DEINVI_08295', 3794]
['DEINVI_25550', 3794]
['DEINVI_25551', 3794]
['DEINVI_10069', 3793]
['DEINVI_25552', 3793]
['DEINVI_25553', 3793]
['DEINVI_25554', 3793]
['DEINVI_25555', 3793]
['DEINVI_25556', 3793]
['DEINVI_25557', 3793]
['DEINVI_25558', 3793]
['DEINVI_25559', 3793]
['DEINVI_25560', 3792]
['DEINVI_25561', 3792]
['DEINVI_25562', 3792]
['DEINVI_25563', 3792]
['DEINVI_25564', 3792]
['DEINVI_25565', 3791]
['DEINVI_25566', 3791]
['DEINVI_25567', 3790]
['DEINVI_25568', 3790]
['DEINVI_25569', 3790]
['DEINVI_25570', 3790]
['DEINVI_25571', 3790]
['DEINVI_25572', 3790]
['DEINVI_09691', 3789]
['DEINVI_25573', 3789]
['DEINVI_25574', 3789]
['DEINVI_25575', 3789]
['DEINVI_25576', 3789]
['DEINVI_25577', 3789]
['DEINVI_02349', 3788]
['DEINVI_25578', 3788]
['DEINVI_25579', 3787]
['DEINVI_25580', 3787]
['DEINVI_25581', 3787]
['DEINVI_25582', 3787]
['DEINVI_25583', 3787]
['DEINVI_25584', 3787]
['DEINVI_25585', 3787]
['DEINVI_25586', 3787]
['DEINVI_25587', 3787]
['DEINVI_25588', 3787]
['DEINVI_00756', 3786]
['DEINVI_08253', 3786]
['DEINVI_25589', 3786]
['DEINVI_25590', 3786]
['DEINVI_25591', 3786]
['DEINVI_25592', 3786]
['DEINVI_25593', 3786]
['DEINVI_25594', 3786]
['DEINVI_25595', 3786]
['DEINVI_25596', 3786]
['DEINVI_25597', 3785]
['DEINVI_25598', 3785]
['DEINVI_25599', 3785]
['DEINVI_25600', 3785]
['DEINVI_25601', 3785]
['DEINVI_25602', 3785]
['DEINVI_25603', 3785]
['DEINVI_25604', 3784]
['DEINVI_25605', 3784]
['DEINVI_25606', 3784]
['DEINVI_25607', 3784]
['DEINVI_25608', 3783]
['DEINVI_25609', 3783]
['DEINVI_25610', 3783]
['DEINVI_25611', 3782]
