['HiC_scaffold_7', 132869780]
['HiC_scaffold_26092', 3689]
['HiC_scaffold_26093', 3689]
['HiC_scaffold_26094', 3689]
['HiC_scaffold_26095', 3689]
['HiC_scaffold_26096', 3689]
['HiC_scaffold_26097', 3689]
['HiC_scaffold_26098', 3689]
['HiC_scaffold_26099', 3689]
['HiC_scaffold_26100', 3688]
['HiC_scaffold_26101', 3688]
['HiC_scaffold_26102', 3688]
['HiC_scaffold_26103', 3688]
['HiC_scaffold_26104', 3688]
['HiC_scaffold_26105', 3687]
['HiC_scaffold_26106', 3687]
['HiC_scaffold_26107', 3687]
['HiC_scaffold_26108', 3687]
['HiC_scaffold_26109', 3687]
['HiC_scaffold_26110', 3686]
['HiC_scaffold_26111', 3686]
['HiC_scaffold_26112', 3686]
['HiC_scaffold_26113', 3686]
['HiC_scaffold_26114', 3686]
['HiC_scaffold_26115', 3686]
['HiC_scaffold_7864', 3685]
['HiC_scaffold_26116', 3685]
['HiC_scaffold_26117', 3685]
['HiC_scaffold_26118', 3685]
['HiC_scaffold_26119', 3685]
['HiC_scaffold_26120', 3685]
['HiC_scaffold_26121', 3685]
['HiC_scaffold_26122', 3684]
['HiC_scaffold_26123', 3684]
['HiC_scaffold_26124', 3683]
['HiC_scaffold_26125', 3683]
['HiC_scaffold_26126', 3683]
['HiC_scaffold_26127', 3683]
['HiC_scaffold_26128', 3682]
['HiC_scaffold_26129', 3682]
['HiC_scaffold_26130', 3682]
['HiC_scaffold_26131', 3682]
['HiC_scaffold_26132', 3682]
['HiC_scaffold_26133', 3682]
['HiC_scaffold_26134', 3681]
['HiC_scaffold_26135', 3681]
['HiC_scaffold_26136', 3681]
['HiC_scaffold_26137', 3681]
['HiC_scaffold_26138', 3680]
['HiC_scaffold_26139', 3679]
['HiC_scaffold_26140', 3679]
['HiC_scaffold_26141', 3679]
['HiC_scaffold_26142', 3679]
['HiC_scaffold_26143', 3678]
['HiC_scaffold_26144', 3678]
['HiC_scaffold_26145', 3678]
['HiC_scaffold_26146', 3678]
['HiC_scaffold_26147', 3677]
['HiC_scaffold_26148', 3677]
['HiC_scaffold_26149', 3677]
['HiC_scaffold_26150', 3676]
['HiC_scaffold_26151', 3676]
['HiC_scaffold_26152', 3676]
['HiC_scaffold_26153', 3676]
['HiC_scaffold_26154', 3676]
['HiC_scaffold_26155', 3676]
['HiC_scaffold_26156', 3676]
['HiC_scaffold_26157', 3676]
['HiC_scaffold_26158', 3675]
['HiC_scaffold_26159', 3675]
['HiC_scaffold_26160', 3674]
['HiC_scaffold_26161', 3674]
['HiC_scaffold_26162', 3674]
['HiC_scaffold_26163', 3674]
['HiC_scaffold_26164', 3674]
['HiC_scaffold_26165', 3674]
['HiC_scaffold_26166', 3674]
['HiC_scaffold_26167', 3674]
['HiC_scaffold_26168', 3674]
['HiC_scaffold_26169', 3674]
['HiC_scaffold_26170', 3674]
['HiC_scaffold_9050', 3673]
['HiC_scaffold_26171', 3673]
['HiC_scaffold_26172', 3673]
['HiC_scaffold_26173', 3673]
['HiC_scaffold_26174', 3672]
['HiC_scaffold_26175', 3672]
['HiC_scaffold_26176', 3672]
['HiC_scaffold_26177', 3672]
['HiC_scaffold_26178', 3672]
['HiC_scaffold_26179', 3672]
['HiC_scaffold_26180', 3671]
['HiC_scaffold_26181', 3671]
['HiC_scaffold_26182', 3671]
['HiC_scaffold_26183', 3671]
['HiC_scaffold_26184', 3670]
['HiC_scaffold_26185', 3670]
['HiC_scaffold_26186', 3670]
['HiC_scaffold_26187', 3670]
['HiC_scaffold_26188', 3670]
['HiC_scaffold_1898', 3669]
['HiC_scaffold_26189', 3669]
['HiC_scaffold_26190', 3668]
['HiC_scaffold_26191', 3668]
['HiC_scaffold_8531', 3667]
['HiC_scaffold_26192', 3667]
['HiC_scaffold_26193', 3667]
['HiC_scaffold_26194', 3667]
['HiC_scaffold_26195', 3666]
['HiC_scaffold_26196', 3666]
['HiC_scaffold_26197', 3666]
['HiC_scaffold_26198', 3666]
['HiC_scaffold_26199', 3666]
['HiC_scaffold_26200', 3666]
['HiC_scaffold_26201', 3666]
['HiC_scaffold_26202', 3666]
['HiC_scaffold_26203', 3665]
['HiC_scaffold_26204', 3665]
['HiC_scaffold_26205', 3665]
['HiC_scaffold_26206', 3665]
['HiC_scaffold_26207', 3664]
['HiC_scaffold_26208', 3664]
['HiC_scaffold_26209', 3664]
['HiC_scaffold_26210', 3663]
['HiC_scaffold_26211', 3663]
['HiC_scaffold_26212', 3663]
['HiC_scaffold_26213', 3663]
['HiC_scaffold_26214', 3662]
['HiC_scaffold_26215', 3662]
['HiC_scaffold_26216', 3662]
['HiC_scaffold_26217', 3662]
['HiC_scaffold_4641', 3661]
['HiC_scaffold_10098', 3661]
['HiC_scaffold_26218', 3661]
['HiC_scaffold_26219', 3661]
['HiC_scaffold_26220', 3661]
['HiC_scaffold_9373', 3660]
['HiC_scaffold_26221', 3660]
['HiC_scaffold_26222', 3660]
['HiC_scaffold_26223', 3660]
['HiC_scaffold_26224', 3659]
['HiC_scaffold_26225', 3659]
['HiC_scaffold_26226', 3658]
['HiC_scaffold_26227', 3658]
['HiC_scaffold_26228', 3658]
['HiC_scaffold_26229', 3658]
['HiC_scaffold_26230', 3658]
['HiC_scaffold_26231', 3657]
['HiC_scaffold_26232', 3657]
['HiC_scaffold_26233', 3657]
['HiC_scaffold_26234', 3657]
['HiC_scaffold_26235', 3657]
['HiC_scaffold_26236', 3657]
['HiC_scaffold_26237', 3657]
['HiC_scaffold_26238', 3656]
['HiC_scaffold_26239', 3656]
['HiC_scaffold_26240', 3656]
['HiC_scaffold_26241', 3655]
['HiC_scaffold_26242', 3655]
['HiC_scaffold_4094', 3654]
['HiC_scaffold_9658', 3654]
['HiC_scaffold_26243', 3654]
['HiC_scaffold_26244', 3654]
['HiC_scaffold_26245', 3654]
['HiC_scaffold_26246', 3654]
['HiC_scaffold_26247', 3653]
['HiC_scaffold_26248', 3653]
['HiC_scaffold_26249', 3653]
['HiC_scaffold_26250', 3653]
['HiC_scaffold_26251', 3652]
['HiC_scaffold_4725', 3651]
['HiC_scaffold_26252', 3651]
['HiC_scaffold_26253', 3651]
['HiC_scaffold_26254', 3651]
['HiC_scaffold_26255', 3651]
['HiC_scaffold_26256', 3651]
['HiC_scaffold_26257', 3651]
['HiC_scaffold_26258', 3650]
['HiC_scaffold_26259', 3650]
['HiC_scaffold_26260', 3649]
['HiC_scaffold_26261', 3649]
['HiC_scaffold_26262', 3649]
['HiC_scaffold_26263', 3649]
['HiC_scaffold_26264', 3649]
['HiC_scaffold_26265', 3649]
['HiC_scaffold_26266', 3648]
['HiC_scaffold_26267', 3648]
['HiC_scaffold_26268', 3648]
['HiC_scaffold_26269', 3648]
['HiC_scaffold_26270', 3648]
['HiC_scaffold_26271', 3648]
['HiC_scaffold_26272', 3647]
['HiC_scaffold_26273', 3647]
['HiC_scaffold_26274', 3647]
['HiC_scaffold_26275', 3647]
['HiC_scaffold_26276', 3647]
['HiC_scaffold_26277', 3647]
['HiC_scaffold_26278', 3646]
['HiC_scaffold_26279', 3646]
['HiC_scaffold_26280', 3646]
['HiC_scaffold_26281', 3646]
['HiC_scaffold_26282', 3646]
['HiC_scaffold_26283', 3645]
['HiC_scaffold_26284', 3645]
['HiC_scaffold_26285', 3645]
['HiC_scaffold_5870', 3644]
['HiC_scaffold_26286', 3644]
['HiC_scaffold_26287', 3644]
['HiC_scaffold_26288', 3644]
['HiC_scaffold_26289', 3644]
['HiC_scaffold_26290', 3644]
['HiC_scaffold_26291', 3644]
['HiC_scaffold_26292', 3643]
['HiC_scaffold_26293', 3643]
['HiC_scaffold_26294', 3643]
['HiC_scaffold_26295', 3643]
['HiC_scaffold_26296', 3643]
['HiC_scaffold_26297', 3643]
['HiC_scaffold_26298', 3642]
['HiC_scaffold_26299', 3642]
['HiC_scaffold_26300', 3642]
['HiC_scaffold_26301', 3642]
['HiC_scaffold_5950', 3641]
['HiC_scaffold_7716', 3641]
['HiC_scaffold_26302', 3641]
['HiC_scaffold_26303', 3641]
['HiC_scaffold_26304', 3641]
['HiC_scaffold_26305', 3641]
['HiC_scaffold_26306', 3640]
['HiC_scaffold_26307', 3639]
['HiC_scaffold_26308', 3639]
['HiC_scaffold_26309', 3639]
['HiC_scaffold_26310', 3639]
['HiC_scaffold_26311', 3638]
['HiC_scaffold_26312', 3638]
['HiC_scaffold_26313', 3638]
['HiC_scaffold_26314', 3638]
['HiC_scaffold_26315', 3638]
['HiC_scaffold_26316', 3638]
['HiC_scaffold_5974', 3637]
['HiC_scaffold_26317', 3637]
['HiC_scaffold_26318', 3637]
['HiC_scaffold_26319', 3637]
['HiC_scaffold_26320', 3636]
['HiC_scaffold_26321', 3636]
['HiC_scaffold_26322', 3636]
['HiC_scaffold_26323', 3636]
['HiC_scaffold_26324', 3636]
['HiC_scaffold_26325', 3636]
['HiC_scaffold_26326', 3635]
['HiC_scaffold_5681', 3633]
['HiC_scaffold_10761', 3633]
['HiC_scaffold_26327', 3633]
['HiC_scaffold_26328', 3633]
['HiC_scaffold_26329', 3633]
['HiC_scaffold_26330', 3633]
['HiC_scaffold_26331', 3633]
['HiC_scaffold_26332', 3633]
['HiC_scaffold_26333', 3633]
['HiC_scaffold_26334', 3632]
['HiC_scaffold_26335', 3632]
['HiC_scaffold_26336', 3632]
['HiC_scaffold_26337', 3631]
['HiC_scaffold_26338', 3631]
['HiC_scaffold_26339', 3631]
['HiC_scaffold_5672', 3630]
['HiC_scaffold_26340', 3630]
['HiC_scaffold_26341', 3630]
['HiC_scaffold_26342', 3630]
['HiC_scaffold_26343', 3629]
['HiC_scaffold_26344', 3628]
['HiC_scaffold_26345', 3628]
['HiC_scaffold_2963', 3627]
['HiC_scaffold_26346', 3627]
['HiC_scaffold_26347', 3627]
['HiC_scaffold_26348', 3627]
['HiC_scaffold_26349', 3627]
['HiC_scaffold_26350', 3627]
['HiC_scaffold_26351', 3626]
['HiC_scaffold_26352', 3626]
['HiC_scaffold_26353', 3626]
['HiC_scaffold_26354', 3626]
['HiC_scaffold_26355', 3626]
['HiC_scaffold_9627', 3625]
['HiC_scaffold_26356', 3625]
['HiC_scaffold_6127', 3624]
['HiC_scaffold_26357', 3624]
['HiC_scaffold_26358', 3624]
['HiC_scaffold_26359', 3624]
['HiC_scaffold_26360', 3623]
['HiC_scaffold_26361', 3623]
['HiC_scaffold_26362', 3623]
['HiC_scaffold_26363', 3623]
['HiC_scaffold_26364', 3623]
['HiC_scaffold_26365', 3623]
['HiC_scaffold_10520', 3622]
['HiC_scaffold_26366', 3622]
['HiC_scaffold_26367', 3622]
['HiC_scaffold_26368', 3622]
['HiC_scaffold_26369', 3622]
['HiC_scaffold_26370', 3622]
['HiC_scaffold_1490', 3621]
['HiC_scaffold_6629', 3621]
['HiC_scaffold_26371', 3621]
['HiC_scaffold_26372', 3621]
['HiC_scaffold_26373', 3621]
['HiC_scaffold_26374', 3621]
['HiC_scaffold_26375', 3621]
['HiC_scaffold_26376', 3621]
['HiC_scaffold_26377', 3621]
['HiC_scaffold_5287', 3620]
['HiC_scaffold_8858', 3620]
['HiC_scaffold_26378', 3620]
['HiC_scaffold_26379', 3620]
['HiC_scaffold_26380', 3620]
['HiC_scaffold_26381', 3620]
['HiC_scaffold_26382', 3619]
['HiC_scaffold_26383', 3619]
['HiC_scaffold_26384', 3619]
['HiC_scaffold_26385', 3619]
['HiC_scaffold_26386', 3619]
['HiC_scaffold_26387', 3619]
['HiC_scaffold_26388', 3619]
['HiC_scaffold_5506', 3618]
['HiC_scaffold_8635', 3618]
['HiC_scaffold_26389', 3618]
['HiC_scaffold_26390', 3618]
['HiC_scaffold_26391', 3618]
['HiC_scaffold_26392', 3617]
['HiC_scaffold_26393', 3617]
['HiC_scaffold_11034', 3616]
['HiC_scaffold_26394', 3616]
['HiC_scaffold_26395', 3616]
['HiC_scaffold_26396', 3616]
['HiC_scaffold_26397', 3616]
['HiC_scaffold_26398', 3616]
['HiC_scaffold_26399', 3616]
['HiC_scaffold_26400', 3616]
['HiC_scaffold_10936', 3615]
['HiC_scaffold_26401', 3615]
['HiC_scaffold_26402', 3615]
['HiC_scaffold_26403', 3615]
['HiC_scaffold_5322', 3614]
['HiC_scaffold_26404', 3614]
['HiC_scaffold_26405', 3614]
['HiC_scaffold_26406', 3614]
['HiC_scaffold_26407', 3614]
['HiC_scaffold_10163', 3613]
['HiC_scaffold_26408', 3613]
['HiC_scaffold_26409', 3613]
['HiC_scaffold_26410', 3613]
['HiC_scaffold_26411', 3613]
['HiC_scaffold_26412', 3611]
['HiC_scaffold_26413', 3611]
['HiC_scaffold_26414', 3611]
['HiC_scaffold_26415', 3610]
['HiC_scaffold_26416', 3610]
['HiC_scaffold_26417', 3610]
['HiC_scaffold_26418', 3610]
['HiC_scaffold_26419', 3610]
['HiC_scaffold_26420', 3610]
['HiC_scaffold_3394', 3609]
['HiC_scaffold_3703', 3609]
['HiC_scaffold_26421', 3609]
['HiC_scaffold_26422', 3609]
['HiC_scaffold_26423', 3609]
['HiC_scaffold_26424', 3609]
['HiC_scaffold_26425', 3609]
['HiC_scaffold_26426', 3609]
['HiC_scaffold_26427', 3608]
['HiC_scaffold_26428', 3608]
['HiC_scaffold_26429', 3608]
['HiC_scaffold_26430', 3608]
['HiC_scaffold_26431', 3608]
['HiC_scaffold_26432', 3608]
['HiC_scaffold_2448', 3607]
['HiC_scaffold_9065', 3607]
['HiC_scaffold_9740', 3607]
['HiC_scaffold_26433', 3607]
['HiC_scaffold_26434', 3607]
['HiC_scaffold_26435', 3607]
['HiC_scaffold_26436', 3607]
['HiC_scaffold_26437', 3606]
['HiC_scaffold_26438', 3606]
['HiC_scaffold_26439', 3606]
['HiC_scaffold_26440', 3606]
['HiC_scaffold_26441', 3606]
['HiC_scaffold_26442', 3605]
['HiC_scaffold_26443', 3605]
['HiC_scaffold_26444', 3605]
['HiC_scaffold_10026', 3604]
['HiC_scaffold_26445', 3604]
['HiC_scaffold_26446', 3604]
['HiC_scaffold_26447', 3604]
['HiC_scaffold_26448', 3603]
['HiC_scaffold_26449', 3603]
['HiC_scaffold_26450', 3603]
['HiC_scaffold_26451', 3603]
['HiC_scaffold_26452', 3603]
['HiC_scaffold_26453', 3603]
['HiC_scaffold_26454', 3603]
['HiC_scaffold_26455', 3603]
['HiC_scaffold_26456', 3602]
['HiC_scaffold_26457', 3602]
['HiC_scaffold_26458', 3602]
['HiC_scaffold_26459', 3602]
['HiC_scaffold_26460', 3602]
['HiC_scaffold_26461', 3602]
['HiC_scaffold_11072', 3601]
['HiC_scaffold_26462', 3601]
['HiC_scaffold_26463', 3601]
['HiC_scaffold_1808', 3600]
['HiC_scaffold_2824', 3600]
['HiC_scaffold_26464', 3600]
['HiC_scaffold_26465', 3600]
['HiC_scaffold_26466', 3600]
['HiC_scaffold_26467', 3600]
['HiC_scaffold_26468', 3599]
['HiC_scaffold_26469', 3599]
['HiC_scaffold_26470', 3599]
['HiC_scaffold_4194', 3598]
['HiC_scaffold_26471', 3598]
['HiC_scaffold_26472', 3598]
['HiC_scaffold_26473', 3598]
['HiC_scaffold_26474', 3598]
['HiC_scaffold_26475', 3598]
['HiC_scaffold_26476', 3597]
['HiC_scaffold_26477', 3597]
['HiC_scaffold_26478', 3596]
['HiC_scaffold_1271', 3595]
['HiC_scaffold_1966', 3595]
['HiC_scaffold_4173', 3595]
['HiC_scaffold_9792', 3595]
['HiC_scaffold_26479', 3595]
['HiC_scaffold_26480', 3595]
['HiC_scaffold_26481', 3595]
['HiC_scaffold_26482', 3594]
['HiC_scaffold_26483', 3594]
['HiC_scaffold_26484', 3594]
['HiC_scaffold_26485', 3594]
['HiC_scaffold_26486', 3594]
['HiC_scaffold_4866', 3593]
['HiC_scaffold_26487', 3593]
['HiC_scaffold_26488', 3593]
['HiC_scaffold_26489', 3593]
['HiC_scaffold_26490', 3593]
['HiC_scaffold_26491', 3592]
['HiC_scaffold_26492', 3592]
['HiC_scaffold_26493', 3591]
['HiC_scaffold_26494', 3591]
['HiC_scaffold_26495', 3590]
['HiC_scaffold_26496', 3590]
['HiC_scaffold_26497', 3590]
['HiC_scaffold_26498', 3590]
['HiC_scaffold_26499', 3589]
['HiC_scaffold_26500', 3589]
['HiC_scaffold_26501', 3589]
['HiC_scaffold_26502', 3589]
['HiC_scaffold_26503', 3589]
['HiC_scaffold_26504', 3589]
['HiC_scaffold_26505', 3589]
['HiC_scaffold_26506', 3588]
['HiC_scaffold_26507', 3588]
['HiC_scaffold_26508', 3588]
['HiC_scaffold_26509', 3587]
['HiC_scaffold_26510', 3587]
['HiC_scaffold_26511', 3587]
['HiC_scaffold_26512', 3587]
['HiC_scaffold_26513', 3587]
['HiC_scaffold_7437', 3586]
['HiC_scaffold_26514', 3586]
['HiC_scaffold_26515', 3586]
['HiC_scaffold_8691', 3585]
['HiC_scaffold_10481', 3585]
['HiC_scaffold_26516', 3585]
['HiC_scaffold_26517', 3585]
['HiC_scaffold_26518', 3585]
['HiC_scaffold_26519', 3584]
['HiC_scaffold_26520', 3584]
['HiC_scaffold_26521', 3584]
['HiC_scaffold_26522', 3584]
['HiC_scaffold_26523', 3584]
['HiC_scaffold_26524', 3584]
['HiC_scaffold_26525', 3584]
['HiC_scaffold_26526', 3583]
['HiC_scaffold_26527', 3583]
['HiC_scaffold_26528', 3583]
['HiC_scaffold_26529', 3583]
['HiC_scaffold_26530', 3582]
['HiC_scaffold_26531', 3582]
['HiC_scaffold_26532', 3582]
['HiC_scaffold_26533', 3582]
['HiC_scaffold_26534', 3582]
['HiC_scaffold_26535', 3581]
['HiC_scaffold_26536', 3581]
['HiC_scaffold_2679', 3580]
['HiC_scaffold_26537', 3580]
['HiC_scaffold_26538', 3580]
['HiC_scaffold_26539', 3580]
['HiC_scaffold_1433', 3579]
['HiC_scaffold_26540', 3579]
['HiC_scaffold_26541', 3579]
['HiC_scaffold_1240', 3578]
['HiC_scaffold_26542', 3578]
['HiC_scaffold_26543', 3578]
['HiC_scaffold_26544', 3578]
['HiC_scaffold_26545', 3578]
['HiC_scaffold_26546', 3576]
['HiC_scaffold_26547', 3576]
['HiC_scaffold_26548', 3576]
['HiC_scaffold_26549', 3576]
['HiC_scaffold_26550', 3576]
['HiC_scaffold_26551', 3576]
['HiC_scaffold_26552', 3576]
['HiC_scaffold_26553', 3575]
['HiC_scaffold_26554', 3575]
['HiC_scaffold_26555', 3575]
['HiC_scaffold_26556', 3575]
['HiC_scaffold_2943', 3574]
['HiC_scaffold_26557', 3574]
['HiC_scaffold_26558', 3574]
['HiC_scaffold_26559', 3574]
['HiC_scaffold_5815', 3573]
['HiC_scaffold_26560', 3573]
['HiC_scaffold_26561', 3573]
['HiC_scaffold_26562', 3572]
['HiC_scaffold_26563', 3572]
['HiC_scaffold_26564', 3572]
['HiC_scaffold_6318', 3571]
['HiC_scaffold_6708', 3571]
['HiC_scaffold_26565', 3571]
['HiC_scaffold_26566', 3571]
['HiC_scaffold_26567', 3571]
['HiC_scaffold_26568', 3571]
['HiC_scaffold_26569', 3571]
['HiC_scaffold_26570', 3570]
['HiC_scaffold_26571', 3570]
['HiC_scaffold_26572', 3570]
['HiC_scaffold_26573', 3570]
['HiC_scaffold_3555', 3569]
['HiC_scaffold_26574', 3569]
['HiC_scaffold_26575', 3569]
['HiC_scaffold_26576', 3569]
['HiC_scaffold_26577', 3569]
['HiC_scaffold_26578', 3568]
['HiC_scaffold_26579', 3568]
['HiC_scaffold_26580', 3567]
['HiC_scaffold_26581', 3567]
['HiC_scaffold_26582', 3567]
['HiC_scaffold_26583', 3566]
['HiC_scaffold_26584', 3566]
['HiC_scaffold_26585', 3566]
['HiC_scaffold_26586', 3566]
['HiC_scaffold_26587', 3566]
['HiC_scaffold_26588', 3566]
['HiC_scaffold_26589', 3565]
['HiC_scaffold_26590', 3565]
['HiC_scaffold_26591', 3565]
['HiC_scaffold_7154', 3564]
['HiC_scaffold_26592', 3564]
['HiC_scaffold_26593', 3564]
['HiC_scaffold_26594', 3564]
['HiC_scaffold_26595', 3564]
['HiC_scaffold_26596', 3564]
['HiC_scaffold_26597', 3564]
['HiC_scaffold_26598', 3564]
['HiC_scaffold_26599', 3563]
['HiC_scaffold_26600', 3563]
['HiC_scaffold_26601', 3563]
['HiC_scaffold_5376', 3562]
['HiC_scaffold_26602', 3562]
['HiC_scaffold_26603', 3562]
['HiC_scaffold_26604', 3562]
['HiC_scaffold_26605', 3562]
['HiC_scaffold_26606', 3562]
['HiC_scaffold_26607', 3562]
['HiC_scaffold_26608', 3562]
['HiC_scaffold_26609', 3561]
['HiC_scaffold_26610', 3561]
['HiC_scaffold_26611', 3561]
['HiC_scaffold_26612', 3561]
['HiC_scaffold_26613', 3561]
['HiC_scaffold_26614', 3561]
['HiC_scaffold_26615', 3560]
['HiC_scaffold_26616', 3560]
['HiC_scaffold_7894', 3559]
['HiC_scaffold_26617', 3559]
['HiC_scaffold_26618', 3559]
['HiC_scaffold_26619', 3559]
['HiC_scaffold_26620', 3559]
['HiC_scaffold_26621', 3558]
['HiC_scaffold_26622', 3558]
['HiC_scaffold_26623', 3558]
['HiC_scaffold_5896', 3557]
['HiC_scaffold_26624', 3556]
['HiC_scaffold_26625', 3556]
['HiC_scaffold_26626', 3556]
['HiC_scaffold_26627', 3556]
['HiC_scaffold_26628', 3556]
['HiC_scaffold_26629', 3556]
['HiC_scaffold_26630', 3555]
['HiC_scaffold_26631', 3555]
['HiC_scaffold_26632', 3555]
['HiC_scaffold_26633', 3555]
['HiC_scaffold_26634', 3555]
['HiC_scaffold_26635', 3555]
['HiC_scaffold_26636', 3555]
['HiC_scaffold_26637', 3555]
['HiC_scaffold_26638', 3554]
['HiC_scaffold_26639', 3554]
['HiC_scaffold_26640', 3554]
['HiC_scaffold_26641', 3554]
['HiC_scaffold_26642', 3554]
['HiC_scaffold_26643', 3554]
['HiC_scaffold_26644', 3554]
['HiC_scaffold_26645', 3554]
['HiC_scaffold_9452', 3553]
['HiC_scaffold_26646', 3553]
['HiC_scaffold_26647', 3553]
['HiC_scaffold_26648', 3553]
['HiC_scaffold_26649', 3553]
['HiC_scaffold_26650', 3553]
['HiC_scaffold_26651', 3552]
['HiC_scaffold_26652', 3552]
['HiC_scaffold_26653', 3552]
['HiC_scaffold_26654', 3551]
['HiC_scaffold_26655', 3551]
['HiC_scaffold_26656', 3551]
['HiC_scaffold_26657', 3551]
['HiC_scaffold_26658', 3551]
['HiC_scaffold_26659', 3550]
['HiC_scaffold_26660', 3550]
['HiC_scaffold_4105', 3549]
['HiC_scaffold_26661', 3549]
['HiC_scaffold_26662', 3549]
['HiC_scaffold_26663', 3548]
['HiC_scaffold_26664', 3548]
['HiC_scaffold_26665', 3547]
['HiC_scaffold_26666', 3547]
['HiC_scaffold_26667', 3547]
['HiC_scaffold_26668', 3547]
['HiC_scaffold_26669', 3547]
['HiC_scaffold_26670', 3547]
['HiC_scaffold_26671', 3547]
['HiC_scaffold_26672', 3546]
['HiC_scaffold_26673', 3546]
['HiC_scaffold_26674', 3546]
['HiC_scaffold_26675', 3546]
['HiC_scaffold_26676', 3545]
['HiC_scaffold_26677', 3545]
['HiC_scaffold_26678', 3545]
['HiC_scaffold_26679', 3544]
['HiC_scaffold_26680', 3544]
['HiC_scaffold_26681', 3544]
['HiC_scaffold_26682', 3543]
['HiC_scaffold_26683', 3543]
['HiC_scaffold_26684', 3543]
['HiC_scaffold_26685', 3543]
['HiC_scaffold_26686', 3542]
['HiC_scaffold_26687', 3542]
['HiC_scaffold_26688', 3542]
['HiC_scaffold_10937', 3541]
['HiC_scaffold_26689', 3541]
['HiC_scaffold_26690', 3541]
['HiC_scaffold_26691', 3541]
['HiC_scaffold_26692', 3541]
['HiC_scaffold_26693', 3541]
['HiC_scaffold_9759', 3540]
['HiC_scaffold_26694', 3540]
['HiC_scaffold_26695', 3540]
['HiC_scaffold_26696', 3540]
['HiC_scaffold_26697', 3540]
['HiC_scaffold_26698', 3540]
['HiC_scaffold_26699', 3540]
['HiC_scaffold_26700', 3539]
['HiC_scaffold_26701', 3539]
['HiC_scaffold_26702', 3538]
['HiC_scaffold_26703', 3538]
['HiC_scaffold_26704', 3538]
['HiC_scaffold_8959', 3537]
['HiC_scaffold_26705', 3537]
['HiC_scaffold_7132', 3536]
['HiC_scaffold_26706', 3536]
['HiC_scaffold_26707', 3536]
['HiC_scaffold_2777', 3535]
['HiC_scaffold_26708', 3535]
['HiC_scaffold_26709', 3535]
['HiC_scaffold_26710', 3535]
['HiC_scaffold_26711', 3534]
['HiC_scaffold_26712', 3534]
['HiC_scaffold_26713', 3534]
['HiC_scaffold_26714', 3534]
['HiC_scaffold_26715', 3533]
['HiC_scaffold_26716', 3533]
['HiC_scaffold_5552', 3532]
['HiC_scaffold_26717', 3532]
['HiC_scaffold_26718', 3532]
['HiC_scaffold_26719', 3532]
['HiC_scaffold_26720', 3532]
['HiC_scaffold_26721', 3531]
['HiC_scaffold_26722', 3531]
['HiC_scaffold_26723', 3531]
['HiC_scaffold_26724', 3531]
['HiC_scaffold_26725', 3531]
['HiC_scaffold_26726', 3531]
['HiC_scaffold_2171', 3530]
['HiC_scaffold_26727', 3530]
['HiC_scaffold_26728', 3530]
['HiC_scaffold_26729', 3530]
['HiC_scaffold_26730', 3530]
['HiC_scaffold_26731', 3530]
['HiC_scaffold_26732', 3530]
['HiC_scaffold_26733', 3530]
['HiC_scaffold_26734', 3529]
['HiC_scaffold_26735', 3529]
['HiC_scaffold_26736', 3529]
['HiC_scaffold_26737', 3529]
['HiC_scaffold_26738', 3528]
['HiC_scaffold_26739', 3528]
['HiC_scaffold_26740', 3528]
['HiC_scaffold_26741', 3528]
['HiC_scaffold_26742', 3528]
['HiC_scaffold_26743', 3527]
['HiC_scaffold_26744', 3526]
['HiC_scaffold_26745', 3526]
['HiC_scaffold_26746', 3526]
['HiC_scaffold_26747', 3525]
['HiC_scaffold_10881', 3524]
['HiC_scaffold_26748', 3524]
['HiC_scaffold_26749', 3524]
['HiC_scaffold_4381', 3523]
['HiC_scaffold_26750', 3523]
['HiC_scaffold_26751', 3523]
['HiC_scaffold_26752', 3523]
['HiC_scaffold_8522', 3522]
['HiC_scaffold_26753', 3522]
['HiC_scaffold_26754', 3522]
['HiC_scaffold_26755', 3522]
['HiC_scaffold_26756', 3522]
['HiC_scaffold_26757', 3522]
['HiC_scaffold_26758', 3522]
['HiC_scaffold_26759', 3521]
['HiC_scaffold_26760', 3521]
['HiC_scaffold_26761', 3521]
['HiC_scaffold_26762', 3520]
['HiC_scaffold_26763', 3520]
['HiC_scaffold_26764', 3519]
['HiC_scaffold_26765', 3519]
['HiC_scaffold_26766', 3519]
['HiC_scaffold_26767', 3518]
['HiC_scaffold_26768', 3518]
['HiC_scaffold_26769', 3518]
['HiC_scaffold_26770', 3517]
['HiC_scaffold_26771', 3517]
['HiC_scaffold_26772', 3517]
['HiC_scaffold_26773', 3517]
['HiC_scaffold_26774', 3517]
['HiC_scaffold_26775', 3517]
['HiC_scaffold_3649', 3516]
['HiC_scaffold_4970', 3516]
['HiC_scaffold_9341', 3516]
['HiC_scaffold_26776', 3516]
['HiC_scaffold_26777', 3516]
['HiC_scaffold_26778', 3516]
['HiC_scaffold_6382', 3515]
['HiC_scaffold_26779', 3515]
['HiC_scaffold_26780', 3515]
['HiC_scaffold_26781', 3515]
['HiC_scaffold_26782', 3514]
['HiC_scaffold_26783', 3514]
['HiC_scaffold_26784', 3514]
['HiC_scaffold_26785', 3514]
['HiC_scaffold_26786', 3514]
['HiC_scaffold_26787', 3514]
['HiC_scaffold_26788', 3514]
['HiC_scaffold_1850', 3513]
['HiC_scaffold_26789', 3513]
